<<<<<<< HEAD
Roll No,Institute,Current Semester,Gender,Admission Cast Category,Religion,Permanent District,Total Fees,Last Exam,Last Exam Percentage,Last Exam Passing,Last Exam Board/Uni.,Specialisation,Churn,student_status_new,data
23BCA04243,BPCCS,6,Male,OPEN,Hindu,MEHSANA,18000,HSC,86.28,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04459,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,47.29,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04194,BPCCS,6,Female,SEBC,Hindu,AHMEDABAD,18000,HSC,52.86,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04049,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,49,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04527,BPCCS,6,Male,OPEN,Hindu,AHMEDABAD,18000,HSC,49,2020-21,G.H.S.E.B,SCIENCE,0,active,Not Churn
23BCA04517,BPCCS,2,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,48.71,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn
23BCA04333,BPCCS,6,Male,OPEN,Hindu,MEHSANA,18000,HSC,69.42,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA53052,SVICS-G,3,Female,OPEN,Hindu,GANDHINAGAR,27000,HSC,58.57,2022-23,G.H.S.E.B,SCIENCE,0,dropout_mid,Churn
23BCA04363,BPCCS,6,Male,OPEN,Hindu,AHMEDABAD,18000,HSC,55.33,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04159,BPCCS,6,Female,OPEN,Hindu,SURENDRANAGAR,18000,HSC,67.28,2023-24,G.H.S.E.B,ARTS,0,active,Not Churn
23BCA04391,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,41.28,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04494,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,67.28,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04411,BPCCS,6,Male,SEBC,Hindu,GANDHINAGAR,18000,HSC,53.14,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04057,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,75.14,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04331,BPCCS,6,Male,SEBC,Hindu,AHMEDABAD,18000,HSC,54.71,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04436,BPCCS,6,Female,OBC,Hindu,GANDHINAGAR,18000,HSC,52.08,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04327,BPCCS,6,Male,OPEN,Hindu,AHMEDABAD,18000,HSC,45.73,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04226,BPCCS,6,Male,OPEN,Hindu,MEHSANA,18000,HSC,71,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA53074,SVICS-G,3,Female,SEBC,Hindu,AHMEDABAD,27000,HSC,72.14,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn
23BCA53027,SVICS-G,3,Male,OPEN,Hindu,GANDHINAGAR,27000,HSC,62.86,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn
23BCA04410,BPCCS,6,Male,OBC,Hindu,GANDHINAGAR,18000,HSC,81.57,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04282,BPCCS,6,Male,OPEN,Hindu,AHMEDABAD,18000,HSC,56,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04354,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,59.73,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04142,BPCCS,6,Male,SCST,Hindu,AHMEDABAD,18000,HSC,54.13,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04134,BPCCS,6,Male,OPEN,Hindu,SURAT,18000,HSC,45.14,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04442,BPCCS,2,Male,OPEN,Hindu,MORBI,18000,HSC,65.57,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA53175,SVICS-G,3,Male,SEBC,Muslim,GANDHINAGAR,27000,HSC,47.26,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn
23BCA04399,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,44.57,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04027,BPCCS,4,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,56.57,2023-24,G.H.S.E.B,ARTS,0,active,Not Churn
23BCA04324,BPCCS,3,Male,SEBC,Hindu,GANDHINAGAR,18000,HSC,54.4,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04375,BPCCS,6,Female,OPEN,Hindu,GANDHINAGAR,18000,HSC,71.57,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04062,BPCCS,6,Female,SCST,Hindu,GANDHINAGAR,18000,HSC,66.26,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04344,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,76.14,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA53036,SVICS-G,3,Male,SEBC,Hindu,AHMEDABAD,27000,HSC,64.28,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn
23BCA04242,BPCCS,3,Female,OPEN,Hindu,AHMEDABAD,18000,HSC,59.42,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn
23BCA04211,BPCCS,6,Male,OBC,Hindu,ARVALLI,18000,HSC,45.57,2023-24,G.H.S.E.B,ARTS,0,active,Not Churn
23BCA04247,BPCCS,6,Male,OPEN,Hindu,PATAN,18000,HSC,52,2023-24,G.H.S.E.B,ARTS,0,active,Not Churn
23BCA04088,BPCCS,6,Female,SCST,Hindu,GANDHINAGAR,18000,HSC,73,2022-23,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04508,BPCCS,3,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,48.42,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn
23BCA04448,BPCCS,6,Female,SCST,Hindu,AHMEDABAD,18000,HSC,71,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04345,BPCCS,6,Male,SCST,Hindu,GANDHINAGAR,18000,HSC,58.86,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04241,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,46.42,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04351,BPCCS,6,Male,SCST,Hindu,GANDHINAGAR,18000,SSC,49.33,2021-22,GSEB,COMMERCE,0,active,Not Churn
23BCA04516,BPCCS,6,Female,SEBC,Hindu,GANDHINAGAR,18000,HSC,83.42,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04082,BPCCS,6,Female,SCST,Hindu,GANDHINAGAR,18000,HSC,70,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04146,BPCCS,6,Male,OPEN,Muslim,GANDHINAGAR,18000,HSC,54.28,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04337,BPCCS,6,Male,SCST,Hindu,GANDHINAGAR,18000,HSC,58.04,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04235,BPCCS,6,Female,OPEN,Hindu,GANDHINAGAR,18000,HSC,61.86,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04094,BPCCS,6,Male,OPEN,Hindu,AHMEDABAD,18000,HSC,68.53,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04180,BPCCS,6,Male,OPEN,Hindu,AHMEDABAD,18000,HSC,68.42,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04046,BPCCS,6,Male,OBC,Hindu,GANDHINAGAR,18000,HSC,69.98,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04113,BPCCS,3,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,52.42,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn
23BCA04532,BPCCS,6,Female,OPEN,Hindu,GANDHINAGAR,18000,HSC,46,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04072,BPCCS,6,Male,SCST,Hindu,AHMEDABAD,18000,HSC,66.29,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04073,BPCCS,6,Male,SCST,Hindu,AHMEDABAD,18000,HSC,54.29,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04152,BPCCS,6,Female,OPEN,Muslim,MORBI,18000,HSC,61,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04155,BPCCS,6,Female,OPEN,Muslim,MORBI,18000,HSC,61.57,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04150,BPCCS,6,Female,OPEN,Muslim,MORBI,18000,HSC,67.14,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04549,BPCCS,6,Male,OPEN,Hindu,SURENDRANAGAR,18000,HSC,73.28,2022-23,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04106,BPCCS,4,Male,OPEN,Hindu,AHMEDABAD,18000,HSC,42.14,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04489,BPCCS,6,Female,OPEN,Hindu,GANDHINAGAR,18000,HSC,72,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04322,BPCCS,6,Male,SEBC,Hindu,AHMEDABAD,18000,HSC,46,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04357,BPCCS,5,Male,SCST,Hindu,GANDHINAGAR,18000,HSC,47.57,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04458,BPCCS,6,Male,SCST,Hindu,GANDHINAGAR,18000,HSC,76,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04461,BPCCS,6,Male,OBC,Hindu,KUTCH,18000,HSC,53,2023-24,G.H.S.E.B,ARTS,0,active,Not Churn
23BCA04501,BPCCS,6,Female,OPEN,Hindu,KHEDA,18000,HSC,85.47,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04515,BPCCS,6,Male,SEBC,Hindu,MEHSANA,18000,HSC,49.71,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04481,BPCCS,6,Male,OPEN,Hindu,SURENDRANAGAR,18000,HSC,71,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA53012,SVICS-G,3,Male,OPEN,Hindu,GANDHINAGAR,27000,HSC,75.14,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn
23BCA04403,BPCCS,3,Female,SEBC,Hindu,AHMEDABAD,18000,HSC,54,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn
23BCA04165,BPCCS,5,Male,OBC,Hindu,GANDHINAGAR,18000,HSC,52.53,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04067,BPCCS,5,Male,OPEN,Hindu,AHMEDABAD,18000,HSC,48.26,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04342,BPCCS,6,Female,SCST,Hindu,GANDHINAGAR,18000,HSC,81.71,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04482,BPCCS,6,Male,SEBC,Hindu,RAJKOT,18000,HSC,58.57,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04291,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,58,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04074,BPCCS,6,Female,SEBC,Hindu,AHMEDABAD,18000,HSC,71.85,2023-24,G.H.S.E.B,ARTS,0,active,Not Churn
23BCA04348,BPCCS,5,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,33.85,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04117,BPCCS,6,Male,OPEN,Hindu,BOTAD,18000,HSC,56.4,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04441,BPCCS,6,Male,OPEN,Hindu,BOTAD,18000,HSC,53.46,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04404,BPCCS,6,Female,SEBC,Hindu,KUTCH,18000,HSC,79.57,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04050,BPCCS,6,Female,SEBC,Hindu,KUTCH,18000,HSC,76.71,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04033,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,83.85,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04108,BPCCS,6,Female,OPEN,Hindu,GANDHINAGAR,18000,HSC,53.85,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04071,BPCCS,6,Female,OPEN,Hindu,GANDHINAGAR,18000,HSC,57.57,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04140,BPCCS,6,Male,SCST,Hindu,GANDHINAGAR,18000,HSC,71.2,2023-24,CBSE,ARTS,0,active,Not Churn
23BCA04303,BPCCS,3,Male,OPEN,Hindu,RAJKOT,18000,HSC,79.57,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn
23BCA04531,BPCCS,2,Male,OPEN,Hindu,AHMEDABAD,18000,HSC,47.71,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04020,BPCCS,6,Female,SEBC,Hindu,GANDHINAGAR,18000,HSC,68,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04138,BPCCS,6,Female,OPEN,Hindu,AHMEDABAD,18000,HSC,70.43,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04431,BPCCS,6,Male,SCST,Hindu,GANDHINAGAR,18000,HSC,53.71,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04332,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,63.71,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA53142,SVICS-G,3,Female,OBC,Hindu,GANDHINAGAR,27000,HSC,56.4,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn
23BCA04163,BPCCS,3,Male,SEBC,Muslim,ARVALLI,18000,HSC,70,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn
23BCA04493,BPCCS,6,Female,OPEN,Hindu,PATAN,18000,HSC,77.85,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04496,BPCCS,6,Male,OPEN,Hindu,ARVALLI,18000,HSC,68,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04084,BPCCS,6,Male,SEBC,Hindu,GANDHINAGAR,18000,HSC,64,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04213,BPCCS,6,Male,OPEN,Hindu,ARVALLI,18000,HSC,78.85,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA53197,SVICS-G,3,Male,SEBC,Hindu,GANDHINAGAR,27000,HSC,49.71,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn
23BCA04120,BPCCS,3,Female,SEBC,Hindu,AMRELI,18000,HSC,83.07,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn
23BCA04081,BPCCS,6,Female,SCST,Hindu,GANDHINAGAR,18000,HSC,48.28,2023-24,G.H.S.E.B,ARTS,0,active,Not Churn
23BCA04107,BPCCS,6,Male,OPEN,Hindu,AHMEDABAD,18000,HSC,77.85,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04151,BPCCS,6,Male,SEBC,Hindu,GANDHINAGAR,18000,HSC,58,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04233,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,58,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04231,BPCCS,6,Female,OPEN,Hindu,GANDHINAGAR,18000,HSC,63.43,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04463,BPCCS,6,Male,SCST,Hindu,GANDHINAGAR,18000,HSC,71.43,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04278,BPCCS,6,Female,OPEN,Hindu,GANDHINAGAR,18000,HSC,80.43,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04376,BPCCS,6,Male,OPEN,Jain,GANDHINAGAR,18000,HSC,60.28,2023-24,G.H.S.E.B,SCIENCE,0,active,Not Churn
23BCA04364,BPCCS,6,Male,OPEN,Muslim,GANDHINAGAR,18000,HSC,51,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04370,BPCCS,6,Female,OPEN,Hindu,GANDHINAGAR,18000,HSC,63.87,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04244,BPCCS,6,Male,OPEN,Hindu,ARVALLI,18000,HSC,69.42,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04495,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,46,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04541,BPCCS,6,Female,OPEN,Hindu,GANDHINAGAR,18000,HSC,71.28,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04285,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,77.6,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04239,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,72.71,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04228,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,60.71,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04129,BPCCS,6,Male,SEBC,Hindu,BOTAD,18000,HSC,63,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04306,BPCCS,6,Male,SEBC,Hindu,GANDHINAGAR,18000,HSC,65.43,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04533,BPCCS,2,Male,OBC,Hindu,GANDHINAGAR,18000,HSC,55,2023-24,G.H.S.E.B,ARTS,0,active,Not Churn
23BCA04412,BPCCS,6,Male,SEBC,Hindu,GANDHINAGAR,18000,HSC,55.85,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04347,BPCCS,6,Male,OPEN,Hindu,SABARKANTHA,18000,HSC,55.54,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04455,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,50.93,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04294,BPCCS,6,Female,OPEN,Hindu,GANDHINAGAR,18000,HSC,81.14,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04191,BPCCS,6,Male,SCST,Hindu,SABARKANTHA,18000,HSC,52,2022-23,G.H.S.E.B,ARTS,0,active,Not Churn
23BCA04406,BPCCS,6,Male,SEBC,Hindu,SABARKANTHA,18000,HSC,52,2023-24,G.H.S.E.B,ARTS,0,active,Not Churn
23BCA04543,BPCCS,6,Female,OPEN,Hindu,GANDHINAGAR,18000,HSC,60.71,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04398,BPCCS,6,Female,OPEN,Hindu,GANDHINAGAR,18000,HSC,37.85,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04438,BPCCS,6,Male,SCST,Hindu,ARVALLI,18000,HSC,75.24,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04338,BPCCS,6,Male,OPEN,Hindu,KUTCH,18000,HSC,52,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04362,BPCCS,6,Female,SEBC,Hindu,MEHSANA,18000,HSC,84.14,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04380,BPCCS,6,Female,SEBC,Hindu,GANDHINAGAR,18000,HSC,56.85,2023-24,G.H.S.E.B,ARTS,0,active,Not Churn
23BCA04170,BPCCS,6,Female,OPEN,Hindu,AHMEDABAD,18000,HSC,38,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04114,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,62.85,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04174,BPCCS,6,Male,OBC,Hindu,GANDHINAGAR,18000,HSC,66,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04118,BPCCS,6,Male,OBC,Hindu,GANDHINAGAR,18000,HSC,45,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04373,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,44.85,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04449,BPCCS,6,Male,OPEN,Hindu,JUNAGADH,18000,HSC,80,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04255,BPCCS,6,Male,OPEN,Hindu,SURENDRANAGAR,18000,HSC,44,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04214,BPCCS,6,Female,OPEN,Hindu,GANDHINAGAR,18000,HSC,70.29,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04202,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,58.4,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04273,BPCCS,6,Female,OPEN,Hindu,AHMEDABAD,18000,HSC,42.85,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04316,BPCCS,3,Female,SEBC,Hindu,AHMEDABAD,18000,HSC,65.45,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn
23BCA04389,BPCCS,6,Male,OBC,Hindu,GANDHINAGAR,18000,HSC,59.57,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04547,BPCCS,6,Female,OBC,Muslim,GANDHINAGAR,18000,HSC,65.46,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04314,BPCCS,6,Female,SEBC,Hindu,AHMEDABAD,18000,HSC,66,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04220,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,59.28,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04453,BPCCS,6,Male,SEBC,Hindu,GANDHINAGAR,18000,HSC,57.57,2022-23,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04141,BPCCS,6,Male,OBC,Hindu,ARVALLI,18000,HSC,64.53,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04116,BPCCS,6,Male,OBC,Hindu,GANDHINAGAR,18000,HSC,67.71,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04349,BPCCS,6,Male,SCST,Hindu,AHMEDABAD,18000,HSC,57.28,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04383,BPCCS,6,Female,OPEN,Muslim,MORBI,18000,HSC,62.71,2022-23,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04523,BPCCS,6,Male,OPEN,Jain,AHMEDABAD,18000,HSC,48,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04187,BPCCS,6,Male,OBC,Hindu,GANDHINAGAR,18000,HSC,50.28,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04292,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,57.28,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04209,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,67.57,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04272,BPCCS,6,Female,OPEN,Hindu,GANDHINAGAR,18000,HSC,49.71,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04470,BPCCS,6,Male,OBC,Hindu,GANDHINAGAR,18000,HSC,43.28,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04093,BPCCS,6,Male,OPEN,Hindu,AHMEDABAD,18000,HSC,56.14,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04178,BPCCS,6,Male,OBC,Hindu,AHMEDABAD,18000,HSC,59.71,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04460,BPCCS,6,Male,SEBC,Hindu,AHMEDABAD,18000,HSC,59.46,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04290,BPCCS,6,Male,OPEN,Hindu,AHMEDABAD,18000,HSC,46.28,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04323,BPCCS,6,Female,OBC,Hindu,GANDHINAGAR,18000,HSC,57.28,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04078,BPCCS,6,Male,OPEN,Hindu,MORBI,18000,HSC,63.19,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA53143,SVICS-G,3,Male,OPEN,Hindu,AHMEDABAD,27000,HSC,67.86,2022-23,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn
23BCA04056,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,48,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04121,BPCCS,6,Male,OPEN,Hindu,JAMNAGAR,18000,HSC,73.57,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04126,BPCCS,6,Male,OPEN,Hindu,BHAVNAGAR,18000,HSC,71,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA53170,SVICS-G,3,Male,SCST,Hindu,GANDHINAGAR,27000,HSC,68.28,2023-24,GSEB,COMMERCE,0,dropout_mid,Churn
23BCA04008,BPCCS,6,Male,OPEN,Muslim,MORBI,18000,HSC,77.14,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04498,BPCCS,6,Male,OPEN,Hindu,PATAN,18000,HSC,65.86,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04013,BPCCS,6,Male,OPEN,Muslim,MORBI,18000,HSC,75.57,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04426,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,49.87,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04429,BPCCS,6,Female,SCST,Hindu,AHMEDABAD,18000,HSC,73.86,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA04260,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,61,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn
23BCA53188,SVICS-G,3,Male,OBC,Hindu,DEVBHUMI DWARKA,27000,HSC,76.28,2023-24,G.H.S.E.B,COMMERCE,0,dropout_mid,Churn
